fight_fighter,opponent,fight_result,kd,str,td,sub,event,event_date,method,round,time
Andrei Arlovski,Walt Harris,nc,0 0,44 24,0 1,0 0,UFC 232: Jones vs. Gustafsson 2,"Dec. 29, 2018",Overturned,3,5:00
Andrei Arlovski,Shamil Abdurakhimov,loss,0 0,18 32,2 2,0 0,UFC Fight Night: Hunt vs. Oleinik,"Sep. 15, 2018",U-DEC,3,5:00
Andrei Arlovski,Tai Tuivasa,loss,0 1,51 54,0 0,0 0,UFC 225: Whittaker vs. Romero 2,"Jun. 9, 2018",U-DEC,3,5:00
Andrei Arlovski,Stefan Struve,win,0 0,46 34,4 0,0 0,UFC 222: Cyborg vs. Kunitskaya,"Mar. 3, 2018",U-DEC,3,5:00
Andrei Arlovski,Junior Albini,win,0 0,92 48,0 0,0 0,UFC Fight Night: Poirier vs. Pettis,"Nov. 11, 2017",U-DEC,3,5:00
Andrei Arlovski,Marcin Tybura,loss,0 0,28 51,0 2,0 0,UFC Fight Night: Holm vs. Correia,"Jun. 17, 2017",U-DEC,3,5:00
Andrei Arlovski,Francis Ngannou,loss,0 1,3 8,0 0,0 0,UFC on FOX: Shevchenko vs. Pena,"Jan. 28, 2017",KO/TKO Punch,1,1:32
Andrei Arlovski,Josh Barnett,loss,0 0,38 53,1 1,0 1,UFC Fight Night: Arlovski vs. Barnett,"Sep. 3, 2016",SUB Rear Naked Choke,3,2:53
Andrei Arlovski,Alistair Overeem,loss,0 1,16 23,0 1,0 0,UFC Fight Night: Overeem vs Arlovski,"May. 8, 2016",KO/TKO Punch,2,1:12
Andrei Arlovski,Stipe Miocic,loss,0 1,7 11,0 0,0 0,UFC 195: Lawler vs Condit,"Jan. 02, 2016",KO/TKO Punch,1,0:54
Andrei Arlovski,Frank Mir,win,0 0,39 24,0 1,0 0,UFC 191: Johnson vs Dodson 2,"Sep. 5, 2015",U-DEC,3,5:00
Andrei Arlovski,Travis Browne,win,1 1,51 15,0 0,0 0,UFC 187: Johnson vs Cormier,"May. 23, 2015",KO/TKO Punches,1,4:41
Andrei Arlovski,Antonio Silva,win,1 0,13 6,0 0,0 0,UFC Fight Night: Bigfoot vs Arlovski,"Sep. 13, 2014",KO/TKO Punch,1,2:59
Andrei Arlovski,Brendan Schaub,win,0 0,12 30,0 1,0 0,UFC 174: Johnson vs Bagautinov,"Jun. 14, 2014",S-DEC,3,5:00
Andrei Arlovski,Sergei Kharitonov,loss,0 1,13 21,0 0,0 0,Strikeforce - Fedor vs. Silva,"Feb. 12, 2011",KO/TKO Punches,1,2:49
Andrei Arlovski,Antonio Silva,loss,0 0,30 47,0 2,0 0,Strikeforce - Heavy Artillery,"May. 15, 2010",U-DEC,3,5:00
Andrei Arlovski,Brett Rogers,loss,0 1,2 3,0 0,0 0,Strikeforce - Lawler vs. Shields,"June. 6, 2009",KO/TKO Punches,1,0:22
Andrei Arlovski,Fedor Emelianenko,loss,0 1,15 5,0 0,0 0,Affliction - Day of Reckoning,"Jan. 24, 2009",KO/TKO Punch,1,3:14
Andrei Arlovski,Roy Nelson,win,1 0,24 10,0 0,0 1,EliteXC - Heat,"Oct. 4, 2008",KO/TKO Punch,2,3:14
Andrei Arlovski,Ben Rothwell,win,1 0,52 18,2 0,1 0,Affliction - Banned,"Jul. 19, 2008",KO/TKO Punch,3,1:13
Andrei Arlovski,Jake O'Brien,win,0 0,14 4,1 2,0 0,UFC 82: Pride of a Champion,"Mar. 1, 2008",KO/TKO Punches,2,4:17
Andrei Arlovski,Fabricio Werdum,win,1 0,28 23,0 0,0 0,UFC 70: Nations Collide,"Apr. 21, 2007",U-DEC,3,5:00
Andrei Arlovski,Marcio Cruz,win,0 0,7 0,0 0,1 2,UFC 66: Liddell vs Ortiz 2,"Dec. 30, 2006",KO/TKO Punches,1,3:15
Andrei Arlovski,Tim Sylvia,loss,0 0,66 97,0 0,0 0,UFC 61: Bitter Rivals,,U-DEC,5,5:00
Andrei Arlovski,Tim Sylvia,loss,1 1,11 13,0 0,0 0,UFC 59: Reality Check,,KO/TKO Punch,1,2:43
Andrei Arlovski,Paul Buentello,win,1 0,2 1,0 0,0 0,UFC 55: Fury,,KO/TKO Punch,1,0:15
Andrei Arlovski,Justin Eilers,win,0 0,33 5,0 0,0 0,UFC 53: Heavy Hitters,,KO/TKO Punches,1,4:10
Andrei Arlovski,Tim Sylvia,win,1 0,5 2,0 0,2 0,UFC 51: Super Saturday,,SUB Ankle Lock,1,0:47
Andrei Arlovski,Wesley Correira,win,1 0,51 4,0 0,0 0,UFC 47: It's On!,"Apr. 02, 2004",KO/TKO Punches,2,1:15
Andrei Arlovski,Vladimir Matyushenko,win,2 0,9 5,0 0,0 0,UFC 44: Undisputed,"Sep. 26, 2003",KO/TKO Punches,1,1:59
Andrei Arlovski,Ian Freeman,win,1 0,14 1,0 0,0 0,UFC 40: Vendetta,"Nov. 22, 2002",KO/TKO Punches,1,1:18
Andrei Arlovski,Pedro Rizzo,loss,0 1,38 27,0 0,0 0,UFC 36: Worlds Collide,"Mar. 22, 2002",KO/TKO Punch,3,1:45
Andrei Arlovski,Ricco Rodriguez,loss,0 0,11 30,0 2,0 1,UFC 32: Showdown in the Meadowlands,"Jun. 29, 2001",KO/TKO Punches,3,1:23
Andrei Arlovski,Aaron Brink,win,0 0,2 0,1 0,2 0,UFC 28: High Stakes,"Nov. 17, 2000",SUB Armbar,1,0:55
Garrett Armfield,Serhiy Sidey,loss,0 0,71 68,4 0,1 3,UFC Fight Night: Moreno vs. Albazi,"Nov. 2, 2024",S-DEC,3,5:00
Garrett Armfield,Brady Hiestand,loss,1 0,49 22,0 6,1 3,UFC Fight Night: Perez vs. Taira,"Jun. 15, 2024",SUB Rear Naked Choke,3,1:52
Garrett Armfield,Brad Katona,win,0 0,105 64,0 4,0 0,UFC 297: Strickland vs. Du Plessis,"Jan. 20, 2024",U-DEC,3,5:00
Garrett Armfield,Toshiomi Kazama,win,1 0,45 15,0 0,0 0,UFC Fight Night: Holloway vs. The Korean Zombie,"Aug. 26, 2023",KO/TKO Punches,1,4:16
Garrett Armfield,David Onama,loss,0 0,21 29,0 2,0 1,UFC Fight Night: Dos Anjos vs. Fiziev,"Jul. 09, 2022",SUB Arm Triangle,2,3:13
Joey Armstrong,Sam Spengler,win,-- --,-- --,-- --,-- --,Strikeforce - Young Guns 2,"Feb. 1, 2008",KO/TKO,1,2:56
Austin Arnett,Shane Young,loss,0 1,77 120,0 0,0 0,UFC 234: Adesanya vs. Silva,"Feb. 9, 2019",U-DEC,3,5:00
Austin Arnett,Humberto Bandenay,win,0 0,74 30,1 2,0 0,UFC Fight Night: Magny vs. Ponzinibbio,"Nov. 17, 2018",U-DEC,3,5:00
Austin Arnett,Hakeem Dawodu,loss,0 0,23 75,0 0,0 0,UFC Fight Night: Alvarez vs. Poirier 2,"Jul. 28, 2018",U-DEC,3,5:00
Austin Arnett,Cory Sandhagen,loss,0 1,32 80,1 1,0 0,UFC Fight Night: Jacare vs. Brunson 2,"January. 27, 2018",KO/TKO Punches,2,3:48
Austin Arnett,Brandon Davis,loss,0 0,105 134,0 0,1 0,DWCS 1.4,"Aug. 1, 2017",U-DEC,3,5:00
Ricardo Arona,Rameau Thierry Sokoudjou,loss,0 1,2 9,0 0,0 0,PRIDE 34: Kamikaze,"Apr. 8, 2007",KO/TKO Punch,1,1:59
Ricardo Arona,Alistair Overeem,win,0 0,8 5,0 0,0 0,PRIDE Final Conflict Absolute,"Sep. 10, 2006",KO/TKO Punches,1,4:28
Ricardo Arona,Wanderlei Silva,loss,0 0,30 38,5 0,0 1,PRIDE Shockwave 2005,,S-DEC,3,5:00
Ricardo Arona,Mauricio Rua,loss,0 0,2 12,2 1,0 1,PRIDE Final Conflict 2005,,KO/TKO Punches,1,2:54
Ricardo Arona,Wanderlei Silva,win,0 0,25 21,2 0,0 0,PRIDE Final Conflict 2005,"Aug. 28, 2005",U-DEC,2,5:00
Ricardo Arona,Kazushi Sakuraba,win,1 0,48 10,2 1,0 0,PRIDE Critical Countdown 2005,"Jun. 26, 2005",KO/TKO,2,5:00
Ricardo Arona,Dean Lister,win,0 0,22 16,0 2,3 2,PRIDE Total Elimination 2005,"Apr. 23, 2005",U-DEC,3,5:00
Ricardo Arona,Sergey Ignatov,win,0 0,28 3,1 0,2 0,PRIDE 28: High Octane,"Oct. 31, 2004",SUB Rear Naked Choke,1,8:37
Ricardo Arona,Quinton Jackson,loss,0 0,8 9,0 1,3 0,PRIDE Critical Countdown 2004,"Jun. 20, 2004",KO/TKO Slam,1,7:32
Ricardo Arona,Murilo Rua,win,0 0,23 19,7 0,2 0,PRIDE 23: Championship Chaos 2,"Nov. 24, 2002",U-DEC,3,5:00
Ricardo Arona,Dan Henderson,win,1 0,34 20,4 1,1 2,PRIDE 20: Armed and Ready,"April. 28, 2002",S-DEC,3,5:00
Ricardo Arona,Guy Mezger,win,0 0,28 17,2 1,1 0,PRIDE 16: Beasts from the East,"Sep. 24, 2001",S-DEC,3,5:00
Eli Aronov,Zach Reese,loss,0 0,11 8,1 0,0 1,DWCS 7.3,"Aug. 22, 2023",SUB Armbar,1,1:14
Chalid Arrab,Kazuhiro Nakamura,loss,0 0,7 1,0 2,0 2,PRIDE Bushido 3,"May. 23, 2004",SUB Armbar,1,4:45
Chalid Arrab,Rodney Faverus,win,0 0,16 23,3 3,1 0,PRIDE Bushido 1,"Oct. 05, 2003",U-DEC,2,5:00
Akbarh Arreola,Jake Matthews,loss,1 0,21 62,0 1,0 0,UFC 193: Rousey vs Holm,"Nov. 14, 2015",KO/TKO,2,5:00
Akbarh Arreola,Francisco Trinaldo,loss,0 0,34 39,0 3,0 0,UFC Fight Night: Maia vs LaFlare,"Mar. 21, 2015",U-DEC,3,5:00
Akbarh Arreola,Yves Edwards,win,1 0,12 5,1 0,1 0,UFC Fight Night: Edgar vs Swanson,"Nov. 22, 2014",SUB Armbar,1,1:52
Akbarh Arreola,Tiago dos Santos e Silva,loss,0 0,30 62,2 0,0 0,UFC on FOX: Lawler vs Brown,"Jul. 26, 2014",U-DEC,3,5:00
Matt Arroyo,Dan Cramer,loss,0 0,16 24,2 0,5 0,UFC 94: St-Pierre vs Penn 2,"Jan. 31, 2009",S-DEC,3,5:00
Matt Arroyo,Matt Brown,loss,0 0,26 32,2 0,0 1,The Ultimate Fighter: Team Rampage vs Team Forrest Finale,"Jun. 21, 2008",KO/TKO Punches,2,3:40
Matt Arroyo,John Kolosci,win,0 0,4 1,0 0,5 0,The Ultimate Fighter: Team Hughes vs. Team Serra Finale,"December. 8, 2007",SUB Armbar,1,4:42
Antonio Arroyo,Joaquin Buckley,loss,0 1,21 41,0 1,0 0,UFC Fight Night: Smith vs. Spann,"Sep. 18, 2021",KO/TKO Punches,3,2:26
Antonio Arroyo,Deron Winn,loss,0 0,45 20,0 12,0 0,UFC Fight Night: Thompson vs. Neal,"Dec. 19, 2020",U-DEC,3,5:00
Antonio Arroyo,Andre Muniz,loss,0 0,29 22,1 3,0 2,UFC Fight Night: Blachowicz vs. Jacare,"Nov. 16, 2019",U-DEC,3,5:00
Antonio Arroyo,Stephen Regman,win,1 0,42 12,0 2,1 0,DWCS 3.4,"Jul. 16, 2019",SUB Arm Triangle,2,3:31
Antonio Arroyo,Diego Henrique da Silva,win,0 0,49 38,4 0,0 0,DWCS Brazil 1.1,"Aug. 10, 2018",U-DEC,3,5:00
Gilles Arsene,Kazushi Sakuraba,loss,0 1,1 42,0 0,0 1,PRIDE 23: Championship Chaos 2,"Nov. 24, 2002",SUB Armbar,3,2:08
,,,,,,,,,,,
Cesar Arzamendia,Damien Brown,loss,0 2,17 22,0 0,1 0,UFC 201: Lawler vs. Woodley,"Jul. 30, 2016",KO/TKO Punches,1,2:27
Cesar Arzamendia,Marco Polo Reyes,loss,0 1,16 10,3 0,0 0,UFC Fight Night: Magny vs Gastelum,"November. 21, 2015",KO/TKO Punch,1,3:42
Kai Asakura,Tim Elliott,loss,0 0,21 27,0 2,0 2,UFC 319: Du Plessis vs. Chimaev,"Aug. 16, 2025",SUB Guillotine Choke,2,4:39
Kai Asakura,Alexandre Pantoja,loss,0 0,17 32,0 3,0 1,UFC 310: Pantoja vs. Asakura,,SUB Rear Naked Choke,2,2:05
Teddy Ash,Dusko Todorovic,loss,0 0,109 102,0 0,0 0,DWCS 3.10,"August. 27, 2019",U-DEC,3,5:00
,,,,,,,,,,,
Yanal Ashmouz,Quillan Salkilld,loss,0 0,41 79,0 8,0 0,UFC 316: Dvalishvili vs. O'Malley 2,"Jun. 7, 2025",U-DEC,3,5:00
Yanal Ashmouz,Trevor Peek,win,0 0,42 55,9 0,0 0,UFC Fight Night: Burns vs. Brady,"Sep. 07, 2024",U-DEC,3,5:00
Yanal Ashmouz,Chris Duncan,loss,0 0,35 85,0 2,0 0,UFC Fight Night: Aspinall vs. Tybura,"Jul. 22, 2023",U-DEC,3,5:00
Yanal Ashmouz,Sam Patterson,win,0 0,15 2,1 0,0 0,UFC 286: Edwards vs. Usman 3,"Mar. 18, 2023",KO/TKO Punches,1,1:15
,,,,,,,,,,,
,,,,,,,,,,,
Askar Askarov,Kai Kara-France,loss,0 0,27 51,2 0,2 0,UFC Fight Night: Blaydes vs. Daukaus,"Mar. 26, 2022",U-DEC,3,5:00
Askar Askarov,Joseph Benavidez,win,0 0,58 46,5 0,0 0,UFC 259: Blachowicz vs. Adesanya,"Mar. 6, 2021",U-DEC,3,5:00
Askar Askarov,Alexandre Pantoja,win,0 0,41 32,2 1,0 0,UFC Fight Night: Figueiredo vs. Benavidez 2,"Jul. 18, 2020",U-DEC,3,5:00
Askar Askarov,Tim Elliott,win,0 0,73 47,0 3,0 0,UFC 246: McGregor vs. Cowboy,"Jan. 18, 2020",U-DEC,3,5:00
Askar Askarov,Brandon Moreno,draw,0 1,30 34,4 1,0 0,UFC Fight Night: Rodriguez vs. Stephens,"Sep. 21, 2019",S-DEC,3,5:00
Cyril Asker,Tai Tuivasa,loss,0 0,3 38,0 0,0 0,UFC 221: Romero vs. Rockhold,"Feb. 10, 2018",KO/TKO Elbow,1,2:18
Cyril Asker,Hu Yaozong,win,0 0,20 8,4 0,1 1,UFC Fight Night: Bisping vs. Gastelum,"November. 25, 2017",SUB Rear Naked Choke,2,2:33
Cyril Asker,Walt Harris,loss,0 1,2 21,0 0,0 0,UFC Fight Night: Holm vs. Correia,"Jun. 17, 2017",KO/TKO Elbows,1,1:44
Cyril Asker,Dmitrii Smoliakov,win,0 0,19 5,1 0,0 0,UFC Fight Night: Rodriguez vs. Penn,"Jan. 15, 2017",KO/TKO Punches,1,2:41
Cyril Asker,Jared Cannonier,loss,0 1,13 27,0 0,0 0,UFC Fight Night: Rothwell vs Dos Santos,"Apr. 10, 2016",KO/TKO Punch,1,2:44
Khusein Askhabov,Jamall Emmers,loss,0 0,30 62,0 1,0 0,UFC Fight Night: Andrade vs. Blanchfield,"Feb. 18, 2023",U-DEC,3,5:00
Scott Askham,Brad Scott,loss,0 1,86 72,1 0,0 0,UFC Fight Night: Manuwa vs. Anderson,"Mar. 18, 2017",S-DEC,3,5:00
Scott Askham,Jack Hermansson,loss,0 0,37 88,0 1,2 0,UFC Fight Night: Arlovski vs. Barnett,"Sep. 03, 2016",U-DEC,3,5:00
Scott Askham,Chris Dempsey,win,1 0,7 6,1 1,0 0,UFC Fight Night: Silva vs Bisping,"Feb. 27, 2016",KO/TKO Punch,1,4:45
Scott Askham,Krzysztof Jotko,loss,0 0,22 38,0 2,1 0,UFC Fight Night: Holohan vs Smolka,"Oct. 24, 2015",S-DEC,3,5:00
Scott Askham,Antonio Dos Santos,win,2 0,11 11,0 0,0 0,UFC Fight Night: Jedrzejczyk vs Penne,"June. 20, 2015",KO/TKO Punch,1,2:52
Scott Askham,Magnus Cedenblad,loss,1 0,42 23,0 3,0 0,UFC Fight Night: Nelson vs Story,"Oct. 4, 2014",U-DEC,3,5:00
Ben Askren,Demian Maia,loss,0 0,63 69,4 0,0 1,UFC Fight Night: Maia vs. Askren,"October. 26, 2019",SUB Rear Naked Choke,3,3:54
Ben Askren,Jorge Masvidal,loss,0 1,0 3,0 0,0 0,UFC 239: Jones vs. Santos,"Jul. 6, 2019",KO/TKO Flying Knee,1,0:05
Ben Askren,Robbie Lawler,win,0 0,0 26,1 1,1 0,UFC 235: Jones vs. Smith,"Mar. 2, 2019",SUB Bulldog Choke,1,3:20
Ibo Aslan,Iwo Baraniewski,loss,1 2,30 22,0 0,0 0,UFC 323: Dvalishvili vs. Yan 2,"Dec. 06, 2025",KO/TKO Punches,1,1:29
Ibo Aslan,Billy Elekana,loss,0 0,28 35,0 0,0 0,UFC Fight Night: Whittaker vs. De Ridder,"Jul. 26, 2025",U-DEC,3,5:00
Ibo Aslan,Ion Cutelaba,loss,0 0,15 14,0 2,0 1,UFC Fight Night: Cejudo vs. Song,"Feb. 22, 2025",SUB Arm Triangle,1,2:51
Ibo Aslan,Rafael Cerqueira,win,0 0,28 1,0 0,0 0,UFC 308: Topuria vs. Holloway,"Oct. 26, 2024",KO/TKO Punches,1,0:51
Ibo Aslan,Anton Turkalj,win,1 0,74 55,0 0,0 0,UFC Fight Night: Blanchfield vs. Fiorot,"Mar. 30, 2024",KO/TKO Punch,3,1:32
Ibo Aslan,Paulo Renato Junior,win,1 0,21 8,0 0,0 0,DWCS 7.2,"Aug. 15, 2023",KO/TKO Punches,1,2:22
Tom Aspinall,Ciryl Gane,nc,0 0,27 30,0 0,0 0,UFC 321: Aspinall vs. Gane,,CNC,1,4:35
Tom Aspinall,Curtis Blaydes,win,1 0,14 5,0 0,0 0,UFC 304: Edwards vs. Muhammad 2,,KO/TKO Punch,1,1:00
Tom Aspinall,Sergei Pavlovich,win,1 0,10 1,0 0,0 0,UFC 295: Prochazka vs. Pereira,,KO/TKO Punch,1,1:09
Tom Aspinall,Marcin Tybura,win,1 0,13 4,0 0,0 0,UFC Fight Night: Aspinall vs. Tybura,"Jul. 22, 2023",KO/TKO Punch,1,1:13
Tom Aspinall,Curtis Blaydes,loss,0 0,3 4,0 0,0 0,UFC Fight Night: Blaydes vs. Aspinall,"Jul. 23, 2022",KO/TKO,1,0:15
Tom Aspinall,Alexander Volkov,win,0 0,29 13,2 0,1 0,UFC Fight Night: Volkov vs. Aspinall,"Mar. 19, 2022",SUB Straight Armbar,1,3:45
Tom Aspinall,Serghei Spivac,win,1 0,16 0,0 0,0 0,UFC Fight Night: Brunson vs. Till,"Sep. 4, 2021",KO/TKO Elbow,1,2:30
Tom Aspinall,Andrei Arlovski,win,0 0,37 20,1 0,1 0,UFC Fight Night: Blaydes vs. Lewis,"February. 20, 2021",SUB Rear Naked Choke,2,1:09
Tom Aspinall,Alan Baudot,win,0 0,16 3,1 0,0 0,UFC Fight Night: Moraes vs. Sandhagen,"Oct. 10, 2020",KO/TKO Punches,1,1:35
Tom Aspinall,Jake Collier,win,1 0,10 3,0 0,0 0,UFC Fight Night: Whittaker vs. Till,"July. 25, 2020",KO/TKO Punches,1,0:45
Steven Asplund,Sean Sharaf,win,0 0,170 66,0 0,0 0,UFC Fight Night: Royval vs. Kape,"Dec. 13, 2025",KO/TKO Punches,2,3:49
Steven Asplund,Anthony Guarascio,win,1 0,11 2,0 0,0 0,DWCS 9.5,"Sep. 09, 2025",KO/TKO Elbows,1,0:16
Bruno Assis,Andre Muniz,loss,0 0,19 48,2 3,1 0,DWCS Brazil 1.2,"Aug. 11, 2018",U-DEC,3,5:00
Junior Assuncao,Ross Pearson,loss,0 0,43 52,3 1,0 0,UFC 141: Lesnar vs Overeem,"Dec. 30, 2011",U-DEC,3,5:00
Junior Assuncao,Eddie Yagin,win,0 0,63 10,3 0,0 2,UFC 135: Jones vs Rampage,"Sep. 24, 2011",U-DEC,3,5:00
Junior Assuncao,Nate Diaz,loss,0 1,7 10,1 1,0 3,UFC Fight Night: Thomas vs Florian,"Sep. 19, 2007",SUB Guillotine Choke,1,4:10
Junior Assuncao,David Lee,win,1 0,29 12,0 0,2 0,UFC 70: Nations Collide,"Apr. 21, 2007",SUB Rear Naked Choke,2,1:55
Junior Assuncao,Kurt Pellegrino,loss,0 0,1 5,0 1,0 1,UFC 64: Unstoppable,"Oct. 14, 2006",SUB Rear Naked Choke,1,2:04
Raphael Assuncao,Davey Grant,loss,0 1,42 65,5 0,0 1,UFC Fight Night: Yan vs. Dvalishvili,"Mar. 11, 2023",SUB Inverted Triangle,3,4:43
Raphael Assuncao,Victor Henry,win,0 0,60 55,2 0,0 0,UFC Fight Night: Grasso vs. Araujo,"Oct. 15, 2022",U-DEC,3,5:00
Raphael Assuncao,Ricky Simon,loss,0 1,7 18,0 2,0 0,UFC Fight Night: Lewis vs. Daukaus,"Dec. 18, 2021",KO/TKO Punch,2,2:14
Raphael Assuncao,Cody Garbrandt,loss,0 1,17 19,0 0,0 0,UFC 250: Nunes vs. Spencer,"Jun. 06, 2020",KO/TKO Punch,2,4:59
Raphael Assuncao,Cory Sandhagen,loss,0 0,45 62,4 0,0 0,UFC 241: Cormier vs. Miocic 2,"Aug. 17, 2019",U-DEC,3,5:00
Raphael Assuncao,Marlon Moraes,loss,0 1,2 10,0 0,0 1,UFC Fight Night: Assuncao vs. Moraes 2,"Feb. 02, 2019",SUB Guillotine Choke,1,3:17
Raphael Assuncao,Rob Font,win,0 0,54 20,2 0,0 0,UFC 226: Miocic vs. Cormier,"Jul. 7, 2018",U-DEC,3,5:00
Raphael Assuncao,Matthew Lopez,win,1 0,46 34,0 1,0 0,UFC Fight Night: Poirier vs. Pettis,"Nov. 11, 2017",KO/TKO Punch,3,1:50
Raphael Assuncao,Marlon Moraes,win,0 0,43 44,0 0,0 0,UFC 212: Aldo vs. Holloway,"Jun. 3, 2017",S-DEC,3,5:00
Raphael Assuncao,Aljamain Sterling,win,0 0,39 52,0 0,0 0,UFC on FOX: Shevchenko vs. Pena,"Jan. 28, 2017",S-DEC,3,5:00
Raphael Assuncao,TJ Dillashaw,loss,0 0,49 64,0 1,0 0,UFC 200: Tate vs Nunes,"Jul. 09, 2016",U-DEC,3,5:00
Raphael Assuncao,Bryan Caraway,win,0 0,75 39,2 2,0 0,UFC Fight Night: MacDonald vs Saffiedine,"Oct. 4, 2014",U-DEC,3,5:00
Raphael Assuncao,Pedro Munhoz,win,0 0,100 33,3 0,0 1,UFC 170: Rousey vs McMann,"Feb. 22, 2014",U-DEC,3,5:00
Raphael Assuncao,TJ Dillashaw,win,0 0,32 29,0 2,1 3,UFC Fight Night: Maia vs Shields,"Oct. 9, 2013",S-DEC,3,5:00
Raphael Assuncao,Vaughan Lee,win,0 0,17 14,3 0,1 0,UFC on FUEL TV: Nogueira vs. Werdum,"Jun. 08, 2013",SUB Armbar,2,1:51
Raphael Assuncao,Mike Easton,win,0 0,57 30,0 0,0 0,UFC on FOX: Henderson vs Diaz,"Dec. 08, 2012",U-DEC,3,5:00
Raphael Assuncao,Issei Tamura,win,1 0,39 5,0 0,0 0,UFC on FUEL TV: Munoz vs Weidman,"Jul. 11, 2012",KO/TKO Punch,2,0:25
Raphael Assuncao,Johnny Eduardo,win,0 0,53 28,3 0,0 1,UFC 134: Silva vs Okami,"Aug. 27, 2011",U-DEC,3,5:00
Raphael Assuncao,Erik Koch,loss,0 1,9 4,0 0,0 0,UFC 128: Shogun vs Jones,"Mar. 19, 2011",KO/TKO Punch,1,2:32
Raphael Assuncao,LC Davis,win,0 0,47 18,4 0,0 0,WEC 52: Faber vs. Mizugaki,"Nov. 11, 2010",U-DEC,3,5:00
Raphael Assuncao,Diego Nunes,loss,0 0,34 37,2 0,0 0,WEC 49: Varner vs. Shalorus,"June. 20, 2010",S-DEC,3,5:00
Raphael Assuncao,Urijah Faber,loss,0 2,14 28,0 2,0 2,WEC 46: Varner vs. Henderson,"Jan. 10, 2010",SUB Rear Naked Choke,3,3:49
Raphael Assuncao,Yves Jabouin,win,0 0,35 26,1 1,1 0,WEC 43: Cerrone vs. Henderson,"Oct. 10, 2009",S-DEC,3,5:00
Raphael Assuncao,Jameel Massouh,win,1 0,53 19,2 0,2 1,WEC 40: Torres vs. Mizugaki,"Apr. 5, 2009",U-DEC,3,5:00
Michael Aswell Jr.,Lucas Almeida,win,2 0,30 9,0 0,0 0,UFC Fight Night: Oliveira vs. Gamrot,"Oct. 11, 2025",KO/TKO Punches,1,1:42
Michael Aswell Jr.,Bolaji Oki,loss,0 0,118 136,0 0,0 0,UFC Fight Night: Blanchfield vs. Barber,"May. 31, 2025",U-DEC,3,5:00
Michael Aswell Jr.,Bogdan Grad,loss,0 0,155 102,0 3,0 0,DWCS 8.3,"Aug. 27, 2024",S-DEC,3,5:00
Bazigit Atajev,Alistair Overeem,loss,0 1,13 47,1 2,0 2,PRIDE 24: Cold Fury 3,"Dec. 23, 2002",KO/TKO Knee,2,4:59
Rich Attonito,Jake Hecht,loss,0 0,17 33,1 0,0 0,UFC 140: Jones vs Machida,"Dec. 10, 2011",KO/TKO Elbows,2,1:10
Rich Attonito,Daniel Roberts,win,1 0,66 23,1 1,0 1,UFC Live: Kongo vs Barry,"Jun. 26, 2011",U-DEC,3,5:00
Rich Attonito,David Branch,loss,0 0,6 16,0 4,0 0,The Ultimate Fighter: Team GSP vs Team Koscheck Finale,"Dec. 4, 2010",U-DEC,3,5:00
Rich Attonito,Rafael Natal,win,1 0,25 28,0 2,0 0,UFC Fight Night: Marquardt vs Palhares,"Sep. 15, 2010",U-DEC,3,5:00
Rich Attonito,Jamie Yager,win,0 0,24 29,1 0,0 0,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,"Jun. 19, 2010",KO/TKO Punches,2,4:25
Olivier Aubin-Mercier,Arman Tsarukyan,loss,0 0,23 47,0 2,0 0,UFC 240: Holloway vs. Edgar,"Jul. 27, 2019",U-DEC,3,5:00
Olivier Aubin-Mercier,Gilbert Burns,loss,0 1,40 76,0 3,0 0,UFC 231: Holloway vs. Ortega,"Dec. 8, 2018",U-DEC,3,5:00
Olivier Aubin-Mercier,Alexander Hernandez,loss,0 0,19 39,2 4,1 0,UFC Fight Night: Alvarez vs. Poirier 2,"Jul. 28, 2018",U-DEC,3,5:00
Olivier Aubin-Mercier,Evan Dunham,win,1 0,13 4,0 0,0 0,UFC 223: Khabib vs. Iaquinta,"Apr. 7, 2018",KO/TKO Knees,1,0:53
Olivier Aubin-Mercier,Anthony Rocco Martin,win,0 0,20 15,4 0,0 1,UFC Fight Night: Rockhold vs. Branch,"Sep. 16, 2017",S-DEC,3,5:00
Olivier Aubin-Mercier,Drew Dober,win,0 1,27 24,0 0,1 0,UFC 206: Holloway vs. Pettis,"Dec. 10, 2016",SUB Rear Naked Choke,2,2:57
Olivier Aubin-Mercier,Thibault Gouti,win,0 0,44 29,3 0,1 0,UFC Fight Night: MacDonald vs Thompson,"Jun. 18, 2016",SUB Rear Naked Choke,3,2:28
Olivier Aubin-Mercier,Diego Ferreira,loss,0 0,49 65,1 0,0 0,UFC on FOX: Johnson vs. Bader,"Jan. 30, 2016",U-DEC,3,5:00
Olivier Aubin-Mercier,Tony Sims,win,0 0,3 23,6 0,0 1,UFC Fight Night: Holloway vs Oliveira,"Aug. 23, 2015",U-DEC,3,5:00
Olivier Aubin-Mercier,David Michaud,win,1 0,49 17,3 0,1 0,UFC 186: Johnson vs Horiguchi,"Apr. 25, 2015",SUB Rear Naked Choke,3,1:35
Olivier Aubin-Mercier,Jake Lindsey,win,0 0,31 24,2 1,1 0,UFC Fight Night: MacDonald vs Saffiedine,"Oct. 4, 2014",SUB Inverted Triangle,2,3:22
Olivier Aubin-Mercier,Chad Laprise,loss,0 0,45 71,2 0,0 0,UFC Fight Night: Bisping vs Kennedy,,S-DEC,3,5:00
